"depthclass","hind","simulation","varname","year","mean_value_dc_610_to_630"
"Bottom","no","ssp585","Mean temp Feb to April",2062,5.76430489022154
"Bottom","no","ssp585","Mean temp Feb to April",2063,5.73202748507884
"Bottom","no","ssp585","Mean temp Feb to April",2064,5.75983818096612
"Bottom","no","ssp585","Mean temp Feb to April",2065,6.84614070749622
"Bottom","no","ssp585","Mean temp Feb to April",2066,6.27694527201475
"Bottom","no","ssp585","Mean temp Feb to April",2067,7.17993626092454
"Bottom","no","ssp585","Mean temp Feb to April",2068,6.94236467094953
"Bottom","no","ssp585","Mean temp Feb to April",2069,5.61857069172381
"Bottom","no","ssp585","Mean temp Feb to April",2070,7.81125253353975
"Bottom","no","ssp585","Mean temp Feb to April",2071,6.67595798007941
"Bottom","no","ssp585","Mean temp Feb to April",2072,5.82856415440115
"Bottom","no","ssp585","Mean temp Feb to April",2073,7.25708071194118
"Bottom","no","ssp585","Mean temp Feb to April",2074,7.83611193020423
"Bottom","no","ssp585","Mean temp Feb to April",2075,7.55388533035309
"Bottom","no","ssp585","Mean temp Feb to April",2076,6.17520529789254
"Bottom","no","ssp585","Mean temp Feb to April",2077,5.88533266026537
"Bottom","no","ssp585","Mean temp Feb to April",2078,6.74702057919426
"Bottom","no","ssp585","Mean temp Feb to April",2079,6.7846302097925
"Bottom","no","ssp585","Mean temp Feb to April",2080,7.29602756460953
"Bottom","no","ssp585","Mean temp Feb to April",2081,6.87866860601485
"Bottom","no","ssp585","Mean temp Feb to April",2082,6.99367966564747
"Bottom","no","ssp585","Mean temp Feb to April",2083,6.99574655559879
"Bottom","no","ssp585","Mean temp Feb to April",2084,5.5030844622846
"Bottom","no","ssp585","Mean temp Feb to April",2085,6.25948788216129
"Bottom","no","ssp585","Mean temp Feb to April",2086,7.88138215011468
"Bottom","no","ssp585","Mean temp Feb to April",2087,7.18109443132296
"Bottom","no","ssp585","Mean temp Feb to April",2088,7.11886852344932
"Bottom","no","ssp585","Mean temp Feb to April",2089,7.45792428066916
"Bottom","no","ssp585","Mean temp Feb to April",2090,7.42487017585641
"Bottom","no","ssp585","Mean temp Feb to April",2091,8.00763899565296
"Bottom","no","ssp585","Mean temp Feb to April",2092,8.42048544604841
"Bottom","no","ssp585","Mean temp Feb to April",2093,8.19377381866774
"Bottom","no","ssp585","Mean temp Feb to April",2094,7.83484332852655
"Bottom","no","ssp585","Mean temp Feb to April",2095,6.8472159039933
"Bottom","no","ssp585","Mean temp Feb to April",2096,7.0268744675347
"Bottom","no","ssp585","Mean temp Feb to April",2097,4.62336656440641
"Bottom","no","ssp585","Mean temp Feb to April",2098,5.93640173767426
"Bottom","no","ssp585","Mean temp Feb to April",2099,7.99759915045063
"Bottom","yes","ssp585","Mean temp Feb to April",1980,4.1209984321891
"Bottom","yes","ssp585","Mean temp Feb to April",1981,3.43723874258903
"Bottom","yes","ssp585","Mean temp Feb to April",1982,4.39060004169268
"Bottom","yes","ssp585","Mean temp Feb to April",1983,4.08724286199123
"Bottom","yes","ssp585","Mean temp Feb to April",1984,4.14297453019555
"Bottom","yes","ssp585","Mean temp Feb to April",1985,3.58351606640016
"Bottom","yes","ssp585","Mean temp Feb to April",1986,3.9152824058417
"Bottom","yes","ssp585","Mean temp Feb to April",1987,3.82123892752303
"Bottom","yes","ssp585","Mean temp Feb to April",1988,2.96612836361668
"Bottom","yes","ssp585","Mean temp Feb to April",1989,4.1129177823488
"Bottom","yes","ssp585","Mean temp Feb to April",1990,2.4878686406643
"Bottom","yes","ssp585","Mean temp Feb to April",1991,3.12916529413684
"Bottom","yes","ssp585","Mean temp Feb to April",1992,3.86529210245651
"Bottom","yes","ssp585","Mean temp Feb to April",1993,3.66171537694808
"Bottom","yes","ssp585","Mean temp Feb to April",1994,3.76950240911288
"Bottom","yes","ssp585","Mean temp Feb to April",1995,3.35656103188593
"Bottom","yes","ssp585","Mean temp Feb to April",1996,3.92291336582451
"Bottom","yes","ssp585","Mean temp Feb to April",1997,3.85739942997014
"Bottom","yes","ssp585","Mean temp Feb to April",1998,4.90563164784032
"Bottom","yes","ssp585","Mean temp Feb to April",1999,3.42642075458686
"Bottom","yes","ssp585","Mean temp Feb to April",2000,3.81845401353792
"Bottom","yes","ssp585","Mean temp Feb to April",2001,4.95214785651549
"Bottom","yes","ssp585","Mean temp Feb to April",2002,4.01095171748365
"Bottom","yes","ssp585","Mean temp Feb to April",2003,5.573423692689
"Bottom","yes","ssp585","Mean temp Feb to April",2004,4.32282279602999
"Bottom","yes","ssp585","Mean temp Feb to April",2005,4.77387465200423
"Bottom","yes","ssp585","Mean temp Feb to April",2006,4.13074931304868
"Bottom","yes","ssp585","Mean temp Feb to April",2007,3.20621818356875
"Bottom","yes","ssp585","Mean temp Feb to April",2008,3.57241804281511
"Bottom","yes","ssp585","Mean temp Feb to April",2009,3.53446667727047
"Bottom","yes","ssp585","Mean temp Feb to April",2010,4.58115578560527
"Bottom","yes","ssp585","Mean temp Feb to April",2011,3.77438706104134
"Bottom","yes","ssp585","Mean temp Feb to April",2012,3.11784179356669
"Bottom","yes","ssp585","Mean temp Feb to April",2013,4.25467765984948
"Bottom","yes","ssp585","Mean temp Feb to April",2014,4.94425674066355
"Bottom","yes","ssp585","Mean temp Feb to April",2015,5.85654645029415
"Bottom","yes","ssp585","Mean temp Feb to April",2016,6.04712113089941
"Bottom","yes","ssp585","Mean temp Feb to April",2017,4.61427153746352
"Bottom","yes","ssp585","Mean temp Feb to April",2018,5.0589071972679
"Bottom","yes","ssp585","Mean temp Feb to April",2019,5.89084473448796
"Bottom","yes","ssp585","Mean temp Feb to April",2020,4.1740560818724
"Bottom","yes","ssp585","Mean temp Feb to April",2021,3.4056935082576
"Bottom","yes","ssp585","Mean temp Feb to April",2022,4.91118435458858
"Bottom","yes","ssp585","Mean temp Feb to April",2023,3.27525643760981
"Bottom","yes","ssp585","Mean temp Feb to April",2024,2.39882815163052
"Bottom","yes","ssp585","Mean temp Feb to April",2025,4.17462958087489
"Bottom","yes","ssp585","Mean temp Feb to April",2026,5.12410435467928
"Bottom","yes","ssp585","Mean temp Feb to April",2027,3.94897871427059
"Bottom","yes","ssp585","Mean temp Feb to April",2028,5.53257671566524
"Bottom","yes","ssp585","Mean temp Feb to April",2029,4.78136858999453
"Bottom","yes","ssp585","Mean temp Feb to April",2030,4.61686033056667
"Bottom","yes","ssp585","Mean temp Feb to April",2031,5.18459416485032
"Bottom","yes","ssp585","Mean temp Feb to April",2032,6.01526992727508
"Bottom","yes","ssp585","Mean temp Feb to April",2033,5.35369267603264
"Bottom","yes","ssp585","Mean temp Feb to April",2034,3.74884757162415
"Bottom","yes","ssp585","Mean temp Feb to April",2035,3.18387221962366
"Bottom","yes","ssp585","Mean temp Feb to April",2036,4.99560157945794
"Bottom","yes","ssp585","Mean temp Feb to April",2037,5.61996588305286
"Bottom","yes","ssp585","Mean temp Feb to April",2038,6.31580858925319
"Bottom","yes","ssp585","Mean temp Feb to April",2039,5.27889287704748
"Bottom","yes","ssp585","Mean temp Feb to April",2040,5.93777003895182
"Bottom","yes","ssp585","Mean temp Feb to April",2041,3.71286436389596
"Bottom","yes","ssp585","Mean temp Feb to April",2042,4.55064749255699
"Bottom","yes","ssp585","Mean temp Feb to April",2043,6.02231578599846
"Bottom","yes","ssp585","Mean temp Feb to April",2044,6.18105921193196
"Bottom","yes","ssp585","Mean temp Feb to April",2045,5.25286711352841
"Bottom","yes","ssp585","Mean temp Feb to April",2046,4.27972703458404
"Bottom","yes","ssp585","Mean temp Feb to April",2047,4.19512841521031
"Bottom","yes","ssp585","Mean temp Feb to April",2048,4.59925400325518
"Bottom","yes","ssp585","Mean temp Feb to April",2049,5.92760082485903
"Bottom","yes","ssp585","Mean temp Feb to April",2050,5.81324926027046
"Bottom","yes","ssp585","Mean temp Feb to April",2051,5.10396127671538
"Bottom","yes","ssp585","Mean temp Feb to April",2052,4.90341711018913
"Bottom","yes","ssp585","Mean temp Feb to April",2053,5.57188358795051
"Bottom","yes","ssp585","Mean temp Feb to April",2054,5.98482205644576
"Bottom","yes","ssp585","Mean temp Feb to April",2055,5.76763292777998
"Bottom","yes","ssp585","Mean temp Feb to April",2056,4.85996450692575
"Bottom","yes","ssp585","Mean temp Feb to April",2057,5.63418375472494
"Bottom","yes","ssp585","Mean temp Feb to April",2058,4.55935159198826
"Bottom","yes","ssp585","Mean temp Feb to April",2059,6.25524255278788
"Bottom","yes","ssp585","Mean temp Feb to April",2060,4.90531476499144
"Bottom","yes","ssp585","Mean temp Feb to April",2061,6.71527730310766
"Bottom","yes","ssp585","Mean temp Feb to April",2062,5.76430489022154
"Bottom","yes","ssp585","Mean temp Feb to April",2063,5.73202748507884
"Bottom","yes","ssp585","Mean temp Feb to April",2064,5.75983818096612
"Bottom","yes","ssp585","Mean temp Feb to April",2065,6.84614070749622
"Bottom","yes","ssp585","Mean temp Feb to April",2066,6.27694527201475
"Bottom","yes","ssp585","Mean temp Feb to April",2067,7.17993626092454
"Bottom","yes","ssp585","Mean temp Feb to April",2068,6.94236467094953
"Bottom","yes","ssp585","Mean temp Feb to April",2069,5.61857069172381
"Bottom","yes","ssp585","Mean temp Feb to April",2070,7.81125253353975
"Bottom","yes","ssp585","Mean temp Feb to April",2071,6.67595798007941
"Bottom","yes","ssp585","Mean temp Feb to April",2072,5.82856415440115
"Bottom","yes","ssp585","Mean temp Feb to April",2073,7.25708071194118
"Bottom","yes","ssp585","Mean temp Feb to April",2074,7.83611193020423
"Bottom","yes","ssp585","Mean temp Feb to April",2075,7.55388533035309
"Bottom","yes","ssp585","Mean temp Feb to April",2076,6.17520529789254
"Bottom","yes","ssp585","Mean temp Feb to April",2077,5.88533266026537
"Bottom","yes","ssp585","Mean temp Feb to April",2078,6.74702057919426
"Bottom","yes","ssp585","Mean temp Feb to April",2079,6.7846302097925
"Bottom","yes","ssp585","Mean temp Feb to April",2080,7.29602756460953
"Bottom","yes","ssp585","Mean temp Feb to April",2081,6.87866860601485
"Bottom","yes","ssp585","Mean temp Feb to April",2082,6.99367966564747
"Bottom","yes","ssp585","Mean temp Feb to April",2083,6.99574655559879
"Bottom","yes","ssp585","Mean temp Feb to April",2084,5.5030844622846
"Bottom","yes","ssp585","Mean temp Feb to April",2085,6.25948788216129
"Bottom","yes","ssp585","Mean temp Feb to April",2086,7.88138215011468
"Bottom","yes","ssp585","Mean temp Feb to April",2087,7.18109443132296
"Bottom","yes","ssp585","Mean temp Feb to April",2088,7.11886852344932
"Bottom","yes","ssp585","Mean temp Feb to April",2089,7.45792428066916
"Bottom","yes","ssp585","Mean temp Feb to April",2090,7.42487017585641
"Bottom","yes","ssp585","Mean temp Feb to April",2091,8.00763899565296
"Bottom","yes","ssp585","Mean temp Feb to April",2092,8.42048544604841
"Bottom","yes","ssp585","Mean temp Feb to April",2093,8.19377381866774
"Bottom","yes","ssp585","Mean temp Feb to April",2094,7.83484332852655
"Bottom","yes","ssp585","Mean temp Feb to April",2095,6.8472159039933
"Bottom","yes","ssp585","Mean temp Feb to April",2096,7.0268744675347
"Bottom","yes","ssp585","Mean temp Feb to April",2097,4.62336656440641
"Bottom","yes","ssp585","Mean temp Feb to April",2098,5.93640173767426
"Bottom","yes","ssp585","Mean temp Feb to April",2099,7.99759915045063
"Surface","no","ssp126","Mean temp Feb to April",1980,3.74569356606013
"Surface","no","ssp126","Mean temp Feb to April",1981,3.09872795116064
"Surface","no","ssp126","Mean temp Feb to April",1982,4.25399480036012
"Surface","no","ssp126","Mean temp Feb to April",1983,3.93692375542565
"Surface","no","ssp126","Mean temp Feb to April",1984,3.7708314331652
"Surface","no","ssp126","Mean temp Feb to April",1985,2.92561298615514
"Surface","no","ssp126","Mean temp Feb to April",1986,3.65965924974528
"Surface","no","ssp126","Mean temp Feb to April",1987,3.65083026574509
"Surface","no","ssp126","Mean temp Feb to April",1988,2.71733640961372
"Surface","no","ssp126","Mean temp Feb to April",1989,3.83815028698734
"Surface","no","ssp126","Mean temp Feb to April",1990,2.47461494312479
"Surface","no","ssp126","Mean temp Feb to April",1991,3.02822325528573
"Surface","no","ssp126","Mean temp Feb to April",1992,3.17480042338518
"Surface","no","ssp126","Mean temp Feb to April",1993,1.87576573326903
"Surface","no","ssp126","Mean temp Feb to April",1994,3.26994927670928
"Surface","no","ssp126","Mean temp Feb to April",1995,2.92103499676903
"Surface","no","ssp126","Mean temp Feb to April",1996,2.39700077793338
"Surface","no","ssp126","Mean temp Feb to April",1997,2.74921184740244
"Surface","no","ssp126","Mean temp Feb to April",1998,4.68242657959695
"Surface","no","ssp126","Mean temp Feb to April",1999,2.86182486253115
"Surface","no","ssp126","Mean temp Feb to April",2000,4.73460290728579
"Surface","no","ssp126","Mean temp Feb to April",2001,4.0649101671638
"Surface","no","ssp126","Mean temp Feb to April",2002,4.96879567117491
"Surface","no","ssp126","Mean temp Feb to April",2003,4.16259022132707
"Surface","no","ssp126","Mean temp Feb to April",2004,5.01281750328457
"Surface","no","ssp126","Mean temp Feb to April",2005,3.96959322534501
"Surface","no","ssp126","Mean temp Feb to April",2006,3.69363433933783
"Surface","no","ssp126","Mean temp Feb to April",2007,3.17824854811641
"Surface","no","ssp126","Mean temp Feb to April",2008,2.53570505045165
"Surface","no","ssp126","Mean temp Feb to April",2009,4.05463411124295
"Surface","no","ssp126","Mean temp Feb to April",2010,4.22279951700114
"Surface","no","ssp126","Mean temp Feb to April",2011,4.48265405572975
"Surface","no","ssp126","Mean temp Feb to April",2012,4.58057498904999
"Surface","no","ssp126","Mean temp Feb to April",2013,4.45349027068272
"Surface","no","ssp126","Mean temp Feb to April",2014,3.12643006104843
"Surface","no","ssp126","Mean temp Feb to April",2015,2.0233182693754
"Surface","no","ssp126","Mean temp Feb to April",2016,2.46981856895088
"Surface","no","ssp126","Mean temp Feb to April",2017,5.82712038951202
"Surface","no","ssp126","Mean temp Feb to April",2018,2.87447524396295
"Surface","no","ssp126","Mean temp Feb to April",2019,3.66685346996914
"Surface","no","ssp126","Mean temp Feb to April",2020,4.12635157935468
"Surface","no","ssp126","Mean temp Feb to April",2021,4.87616026654572
"Surface","no","ssp126","Mean temp Feb to April",2022,3.15925833642314
"Surface","no","ssp126","Mean temp Feb to April",2023,1.9072428387401
"Surface","no","ssp126","Mean temp Feb to April",2024,2.40933654771661
"Surface","no","ssp126","Mean temp Feb to April",2025,3.39631767254822
"Surface","no","ssp126","Mean temp Feb to April",2026,5.74583826007321
"Surface","no","ssp126","Mean temp Feb to April",2027,4.97928564983595
"Surface","no","ssp126","Mean temp Feb to April",2028,3.9217461263504
"Surface","no","ssp126","Mean temp Feb to April",2029,5.16447764405133
"Surface","no","ssp126","Mean temp Feb to April",2030,5.47445521043732
"Surface","no","ssp126","Mean temp Feb to April",2031,5.94494020695292
"Surface","no","ssp126","Mean temp Feb to April",2032,3.73082713093106
"Surface","no","ssp126","Mean temp Feb to April",2033,4.70220085331617
"Surface","no","ssp126","Mean temp Feb to April",2034,4.00756020093952
"Surface","no","ssp126","Mean temp Feb to April",2035,4.39492388986598
"Surface","no","ssp126","Mean temp Feb to April",2036,3.93449218190909
"Surface","no","ssp126","Mean temp Feb to April",2037,4.99177800006636
"Surface","no","ssp126","Mean temp Feb to April",2038,5.08468766676676
"Surface","no","ssp126","Mean temp Feb to April",2039,4.84827677224815
"Surface","no","ssp126","Mean temp Feb to April",2040,4.44310077837249
"Surface","no","ssp126","Mean temp Feb to April",2041,5.3648784824828
"Surface","no","ssp126","Mean temp Feb to April",2042,6.15353606132161
"Surface","no","ssp126","Mean temp Feb to April",2043,5.7637308330799
"Surface","no","ssp126","Mean temp Feb to April",2044,3.5025290520985
"Surface","no","ssp126","Mean temp Feb to April",2045,4.96840538874867
"Surface","no","ssp126","Mean temp Feb to April",2046,5.66655558839028
"Surface","no","ssp126","Mean temp Feb to April",2047,5.43675752450255
"Surface","no","ssp126","Mean temp Feb to April",2048,4.76814146115817
"Surface","no","ssp126","Mean temp Feb to April",2049,4.70361643335671
"Surface","no","ssp126","Mean temp Feb to April",2050,5.3306003316382
"Surface","no","ssp126","Mean temp Feb to April",2051,4.45788553721716
"Surface","no","ssp126","Mean temp Feb to April",2052,6.21539796377784
"Surface","no","ssp126","Mean temp Feb to April",2053,4.91495993812416
"Surface","no","ssp126","Mean temp Feb to April",2054,4.40414376317664
"Surface","no","ssp126","Mean temp Feb to April",2055,5.5755508046496
"Surface","no","ssp126","Mean temp Feb to April",2056,5.644660060159
"Surface","no","ssp126","Mean temp Feb to April",2057,4.38204729451606
"Surface","no","ssp126","Mean temp Feb to April",2058,4.993795697591
"Surface","no","ssp126","Mean temp Feb to April",2059,5.49037137524442
"Surface","no","ssp126","Mean temp Feb to April",2060,4.46139208036708
"Surface","no","ssp126","Mean temp Feb to April",2061,5.90777489727013
"Surface","no","ssp126","Mean temp Feb to April",2062,5.35533405583348
"Surface","no","ssp126","Mean temp Feb to April",2063,4.36859985655127
"Surface","no","ssp126","Mean temp Feb to April",2064,4.27490455022193
"Surface","no","ssp126","Mean temp Feb to April",2065,4.28393097781899
"Surface","no","ssp126","Mean temp Feb to April",2066,4.83027721268092
"Surface","no","ssp126","Mean temp Feb to April",2067,5.22921849938584
"Surface","no","ssp126","Mean temp Feb to April",2068,5.03369731324892
"Surface","no","ssp126","Mean temp Feb to April",2069,4.63328285604361
"Surface","no","ssp126","Mean temp Feb to April",2070,5.21058747920941
"Surface","no","ssp126","Mean temp Feb to April",2071,3.52204317132394
"Surface","no","ssp126","Mean temp Feb to April",2072,5.46461835169041
"Surface","no","ssp126","Mean temp Feb to April",2073,4.60727232939094
"Surface","no","ssp126","Mean temp Feb to April",2074,5.95141484710167
"Surface","no","ssp126","Mean temp Feb to April",2075,5.6050320656873
"Surface","no","ssp126","Mean temp Feb to April",2076,4.06472438869554
"Surface","no","ssp126","Mean temp Feb to April",2077,4.16560350942823
"Surface","no","ssp126","Mean temp Feb to April",2078,4.53601696015453
"Surface","no","ssp126","Mean temp Feb to April",2079,4.32600402497913
"Surface","no","ssp126","Mean temp Feb to April",2080,5.27007241961963
"Surface","no","ssp126","Mean temp Feb to April",2081,4.63818464990664
"Surface","no","ssp126","Mean temp Feb to April",2082,6.07884047381315
"Surface","no","ssp126","Mean temp Feb to April",2083,6.21165742784867
"Surface","no","ssp126","Mean temp Feb to April",2084,4.01286641314399
"Surface","no","ssp126","Mean temp Feb to April",2085,3.25783249935291
"Surface","no","ssp126","Mean temp Feb to April",2086,4.09491816518084
"Surface","no","ssp126","Mean temp Feb to April",2087,4.71238255348437
"Surface","no","ssp126","Mean temp Feb to April",2088,4.70419582859678
"Surface","no","ssp126","Mean temp Feb to April",2089,5.27934475077575
"Surface","no","ssp126","Mean temp Feb to April",2090,5.52286413704429
"Surface","no","ssp126","Mean temp Feb to April",2091,4.44011070881432
"Surface","no","ssp126","Mean temp Feb to April",2092,4.8444766772875
"Surface","no","ssp126","Mean temp Feb to April",2093,6.18324929558523
"Surface","no","ssp126","Mean temp Feb to April",2094,5.51186953499061
"Surface","no","ssp126","Mean temp Feb to April",2095,4.83382902019251
"Surface","no","ssp126","Mean temp Feb to April",2096,4.40844853584472
"Surface","no","ssp126","Mean temp Feb to April",2097,6.02627746585989
"Surface","no","ssp126","Mean temp Feb to April",2098,5.87067509114154
"Surface","no","ssp126","Mean temp Feb to April",2099,5.29680588127861
"Surface","yes","ssp126","Mean temp Feb to April",1980,3.74569356606013
"Surface","yes","ssp126","Mean temp Feb to April",1981,3.09872795116064
"Surface","yes","ssp126","Mean temp Feb to April",1982,4.25399480036012
"Surface","yes","ssp126","Mean temp Feb to April",1983,3.93692375542565
"Surface","yes","ssp126","Mean temp Feb to April",1984,3.7708314331652
"Surface","yes","ssp126","Mean temp Feb to April",1985,2.92561298615514
"Surface","yes","ssp126","Mean temp Feb to April",1986,3.65965924974528
"Surface","yes","ssp126","Mean temp Feb to April",1987,3.65083026574509
"Surface","yes","ssp126","Mean temp Feb to April",1988,2.71733640961372
"Surface","yes","ssp126","Mean temp Feb to April",1989,3.83815028698734
"Surface","yes","ssp126","Mean temp Feb to April",1990,2.31667888709103
"Surface","yes","ssp126","Mean temp Feb to April",1991,3.01396818419328
"Surface","yes","ssp126","Mean temp Feb to April",1992,3.82296072204449
"Surface","yes","ssp126","Mean temp Feb to April",1993,3.66538416684828
"Surface","yes","ssp126","Mean temp Feb to April",1994,3.74744665229485
"Surface","yes","ssp126","Mean temp Feb to April",1995,3.34543554085211
"Surface","yes","ssp126","Mean temp Feb to April",1996,3.87553559865746
"Surface","yes","ssp126","Mean temp Feb to April",1997,3.86700732447039
"Surface","yes","ssp126","Mean temp Feb to April",1998,4.8937298979656
"Surface","yes","ssp126","Mean temp Feb to April",1999,3.34071290120112
"Surface","yes","ssp126","Mean temp Feb to April",2000,3.79783618270673
"Surface","yes","ssp126","Mean temp Feb to April",2001,4.82721798331012
"Surface","yes","ssp126","Mean temp Feb to April",2002,3.89904198364881
"Surface","yes","ssp126","Mean temp Feb to April",2003,5.49294644987129
"Surface","yes","ssp126","Mean temp Feb to April",2004,4.2882733993743
"Surface","yes","ssp126","Mean temp Feb to April",2005,4.71243978665567
"Surface","yes","ssp126","Mean temp Feb to April",2006,4.00806244727736
"Surface","yes","ssp126","Mean temp Feb to April",2007,3.1532113919778
"Surface","yes","ssp126","Mean temp Feb to April",2008,3.47723843288759
"Surface","yes","ssp126","Mean temp Feb to April",2009,3.32764897217623
"Surface","yes","ssp126","Mean temp Feb to April",2010,4.51106387867097
"Surface","yes","ssp126","Mean temp Feb to April",2011,3.71235335186803
"Surface","yes","ssp126","Mean temp Feb to April",2012,3.033189867682
"Surface","yes","ssp126","Mean temp Feb to April",2013,4.13009515328955
"Surface","yes","ssp126","Mean temp Feb to April",2014,4.8708613568456
"Surface","yes","ssp126","Mean temp Feb to April",2015,5.85409053259538
"Surface","yes","ssp126","Mean temp Feb to April",2016,6.10459645208519
"Surface","yes","ssp126","Mean temp Feb to April",2017,4.58825910618573
"Surface","yes","ssp126","Mean temp Feb to April",2018,4.99999625289194
"Surface","yes","ssp126","Mean temp Feb to April",2019,5.79979840054996
"Surface","yes","ssp126","Mean temp Feb to April",2020,4.14963054320634
"Surface","yes","ssp126","Mean temp Feb to April",2021,4.87616026654572
