"","Area","Yr","Era","Seas","Bio_all","Bio_smry","SpawnBio","Recruit_0","SpawnBio_GP:1","SmryBio_SX:1_GP:1","SmryNum_SX:1_GP:1","sel(B):_1","dead(B):_1","retain(B):_1","sel(N):_1","dead(N):_1","retain(N):_1","obs_cat:_1","F:_1","sel(B):_2","dead(B):_2","retain(B):_2","sel(N):_2","dead(N):_2","retain(N):_2","obs_cat:_2","F:_2","sel(B):_3","dead(B):_3","retain(B):_3","sel(N):_3","dead(N):_3","retain(N):_3","obs_cat:_3","F:_3","SSB_vir_LH","ABC_buffer"
"1189",1,1975,"VIRG",1,555284,501302,358612,0,358612,501302,336004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358612,NA
"1190",1,1976,"INIT",1,289420,260459,184147,0,184147,260459,178243,1000.72,1000.72,1000.72,461.241,461.241,461.241,1000,0.00445858,2003.05,2003.05,2003.05,640.369,640.369,640.369,2000,0.0118465,0,0,0,0,0,0,0,0,184147,NA
"1191",1,1977,"TIME",1,294210,269586,174699,1669380,174699,269586,200374,653,653,653,326.506,326.506,326.506,653,0.00278454,1615,1615,1615,573.007,573.007,573.007,1615,0.00973753,0,0,0,0,0,0,0,0,174699,NA
"1192",1,1978,"TIME",1,319514,265411,193930,432925,193930,265411,172203,3263,3263,3263,1473.21,1473.21,1473.21,3263,0.0146303,8927,8927,8927,3242.94,3242.94,3242.94,8927,0.0467654,0,0,0,0,0,0,0,0,193930,NA
"1193",1,1979,"TIME",1,373349,261553,189064,740541,189064,261553,182191,3790,3790,3790,1682.82,1682.82,1682.82,3790,0.0182716,11114,11114,11114,3845.45,3845.45,3845.45,11114,0.0646155,0,0,0,0,0,0,0,0,189064,NA
"1194",1,1980,"TIME",1,429509,389618,184798,805551,184798,389618,443778,9851,9851,9851,4327.98,4327.98,4327.98,9851,0.0500761,25494,25494,25494,10532.7,10532.7,10532.7,25494,0.145061,0,0,0,0,0,0,0,0,184798,NA
"1195",1,1981,"TIME",1,459703,399525,211709,821497,211709,399525,338424,10485,10485,10485,5848.4,5848.4,5848.4,10485,0.0319647,25646,25646,25646,12049.9,12049.9,12049.9,25646,0.0945846,0,0,0,0,0,0,0,0,211709,NA
"1196",1,1982,"TIME",1,481922,417381,269205,893635,269205,417381,336856,6680,6680,6680,3567.12,3567.12,3567.12,6680,0.0194361,22785,22785,22785,10031.9,10031.9,10031.9,22785,0.0758865,0,0,0,0,0,0,0,0,269205,NA
"1197",1,1983,"TIME",1,505715,438890,284723,1042800,284723,438890,352465,9512,9512,9512,4259.9,4259.9,4259.9,9512,0.0295752,27028,27028,27028,10987.5,10987.5,10987.5,27028,0.0901856,0,0,0,0,0,0,0,0,284723,NA
"1198",1,1984,"TIME",1,526432,452546,287699,1133280,287699,452546,363645,8806,8806,8806,4320.13,4320.13,4320.13,8806,0.0237995,15092,15092,15092,5550.75,5550.75,5550.75,15092,0.0556002,0,0,0,0,0,0,0,0,287699,NA
"1199",1,1985,"TIME",1,567154,482448,306016,1119070,306016,482448,389011,4876,4876,4876,1989.39,1989.39,1989.39,4876,0.0152186,9552,9552,9552,2828.47,2828.47,2828.47,9552,0.052258,0,0,0,0,0,0,0,0,306016,NA
"1200",1,1986,"TIME",1,623239,533303,334197,794109,334197,533303,438215,6851,6851,6851,3912.82,3912.82,3912.82,6851,0.0156434,18161,18161,18161,5317.76,5317.76,5317.76,18161,0.0862765,0,0,0,0,0,0,0,0,334197,NA
"1201",1,1987,"TIME",1,665815,582223,360488,836643,360488,582223,482377,22487,22487,22487,10717.6,10717.6,10717.6,22487,0.0511375,9809,9809,9809,3650,3650,3650,9809,0.02858,643,643,643,201.62,201.62,201.62,643,0.00287845,360488,NA
"1202",1,1988,"TIME",1,683118,619094,388620,786067,388620,619094,501337,27145,27145,27145,12036.2,12036.2,12036.2,27145,0.0601458,5236,5236,5236,1939.7,1939.7,1939.7,5236,0.0139294,1421,1421,1421,446.248,446.248,446.248,1421,0.00589162,388620,NA
"1203",1,1989,"TIME",1,681073,615227,414853,823390,414853,615227,446322,37638,37638,37638,16713.3,16713.3,16713.3,37638,0.0841125,5280,5280,5280,1915.5,1915.5,1915.5,5280,0.0135696,375,375,375,116.501,116.501,116.501,375,0.00146276,414853,NA
"1204",1,1990,"TIME",1,658395,594927,417765,1135740,417765,594927,419450,59190,59190,59190,17843.1,17843.1,17843.1,59190,0.222354,7666,7666,7666,2279.52,2279.52,2279.52,7666,0.0261831,5661,5661,5661,1725.26,1725.26,1725.26,5661,0.0226532,417765,NA
"1205",1,1991,"TIME",1,617687,546874,378709,655309,378709,546874,390872,58101.5,58101.5,58101.5,17499.3,17499.3,17499.3,58101.5,0.241071,7734.9,7734.9,7734.9,2288.74,2288.74,2288.74,7734.9,0.0292944,10464.1,10464.1,10464.1,3167.56,3167.56,3167.56,10464.1,0.046698,378709,NA
"1206",1,1992,"TIME",1,589082,506966,339428,481631,339428,506966,380907,54762.2,54762.2,54762.2,16939.9,16939.9,16939.9,54762.2,0.257574,15830.5,15830.5,15830.5,4769.1,4769.1,4769.1,15830.5,0.0681568,10154.4,10154.4,10154.4,3112.8,3112.8,3112.8,10154.4,0.051741,339428,NA
"1207",1,1993,"TIME",1,555782,506509,306743,562969,306743,506509,437387,37809.5,37809.5,37809.5,12199.8,12199.8,12199.8,37809.5,0.192161,8970.38,8970.38,8970.38,2805.43,2805.43,2805.43,8970.38,0.041736,9707.62,9707.62,9707.62,3059.54,3059.54,3059.54,9707.62,0.053352,306743,NA
"1208",1,1994,"TIME",1,529407,489646,309815,469184,309815,489646,377638,31446.7,31446.7,31446.7,10235.2,10235.2,10235.2,31446.7,0.158548,6877.4,6877.4,6877.4,2193.48,2193.48,2193.48,6877.4,0.0314793,9160.54,9160.54,9160.54,2951.81,2951.81,2951.81,9160.54,0.0489518,309815,NA
"1209",1,1995,"TIME",1,497045,453708,321640,622067,321640,453708,309029,41875,41875,41875,13203,13203,13203,41875,0.213819,11055.3,11055.3,11055.3,3444.3,3444.3,3444.3,11055.3,0.0507636,16054.9,16054.9,16054.9,5090.85,5090.85,5090.85,16054.9,0.0845289,321640,NA
"1210",1,1996,"TIME",1,442384,402376,288094,523814,288094,402376,280483,45990.5,45990.5,45990.5,14017.7,14017.7,14017.7,45990.5,0.260064,10249.3,10249.3,10249.3,3081.48,3081.48,3081.48,10249.3,0.0523639,12040.1,12040.1,12040.1,3688.73,3688.73,3688.73,12040.1,0.0707166,288094,NA
"1211",1,1997,"TIME",1,395962,348144,242585,389169,242585,348144,245276,48405.9,48405.9,48405.9,14746.7,14746.7,14746.7,48405.9,0.325169,11004.2,11004.2,11004.2,3285.04,3285.04,3285.04,11004.2,0.0674477,9065.42,9065.42,9065.42,2753.99,2753.99,2753.99,9065.42,0.0650831,242585,NA
"1212",1,1998,"TIME",1,356732,317252,203454,495928,203454,317252,255774,41569.7,41569.7,41569.7,13226.4,13226.4,13226.4,41569.7,0.337557,10041.1,10041.1,10041.1,3101.27,3101.27,3101.27,10041.1,0.0746031,10510.3,10510.3,10510.3,3279.03,3279.03,3279.03,10510.3,0.0920631,203454,NA
"1213",1,1999,"TIME",1,326392,293445,179113,622681,179113,293445,242786,37174.7,37174.7,37174.7,12562.9,12562.9,12562.9,37174.7,0.358537,12425,12425,12425,4061.76,4061.76,4061.76,12425,0.109092,19014.8,19014.8,19014.8,6214.92,6214.92,6214.92,19014.8,0.194813,179113,NA
"1214",1,2000,"TIME",1,298179,256419,160479,664685,160479,256419,205281,25456.9,25456.9,25456.9,8903.64,8903.64,8903.64,25456.9,0.275426,11699.8,11699.8,11699.8,3951.78,3951.78,3951.78,11699.8,0.11391,17350.8,17350.8,17350.8,5825.52,5825.52,5825.52,17350.8,0.192438,160479,NA
"1215",1,2001,"TIME",1,293929,243731,149981,336124,149981,243731,208072,24386.2,24386.2,24386.2,8588.22,8588.22,8588.22,24386.2,0.274344,10061.7,10061.7,10061.7,3391.18,3391.18,3391.18,10061.7,0.101808,7170.65,7170.65,7170.65,2385.82,2385.82,2385.82,7170.65,0.0818447,149981,NA
"1216",1,2002,"TIME",1,305165,257866,146157,355472,146157,257866,238798,19810.2,19810.2,19810.2,7140.86,7140.86,7140.86,19810.2,0.224625,14841.6,14841.6,14841.6,5076.57,5076.57,5076.57,14841.6,0.152729,7693.58,7693.58,7693.58,2575.11,2575.11,2575.11,7693.58,0.0903205,146157,NA
"1217",1,2003,"TIME",1,306569,279432,150910,361230,150910,279432,265129,18885.5,18885.5,18885.5,7018.41,7018.41,7018.41,18885.5,0.213676,12988,12988,12988,4604,4604,4604,12988,0.133172,20708,20708,20708,7162.45,7162.45,7162.45,20708,0.242761,150910,NA
"1218",1,2004,"TIME",1,288673,260203,157360,418358,157360,260203,210606,17512.6,17512.6,17512.6,6434,6434,6434,17512.6,0.196839,13542.7,13542.7,13542.7,4809,4809,4809,13542.7,0.135909,25568.3,25568.3,25568.3,8924.01,8924.01,8924.01,25568.3,0.287515,157360,NA
"1219",1,2005,"TIME",1,263024,233078,153736,711393,153736,233078,181427,14549.2,14549.2,14549.2,4195.53,4195.53,4195.53,14549.2,0.300208,8633.55,8633.55,8633.55,3130.62,3130.62,3130.62,8633.55,0.0723556,24401.6,24401.6,24401.6,8208.83,8208.83,8208.83,24401.6,0.273883,153736,NA
"1220",1,2006,"TIME",1,251459,212924,138648,886692,138648,212924,168887,13131.8,13131.8,13131.8,3643.32,3643.32,3643.32,13131.8,0.285373,11079,11079,11079,3897.91,3897.91,3897.91,11079,0.104713,23686.3,23686.3,23686.3,7716.08,7716.08,7716.08,23686.3,0.298254,138648,NA
"1221",1,2007,"TIME",1,259931,200260,120645,715983,120645,200260,173398,14775.4,14775.4,14775.4,5954.44,5954.44,5954.44,14775.4,0.214495,12535.2,12535.2,12535.2,4318.97,4318.97,4318.97,12535.2,0.156456,24950.3,24950.3,24950.3,8260.24,8260.24,8260.24,24950.3,0.381347,120645,NA
"1222",1,2008,"TIME",1,287369,219557,107679,895520,107679,219557,233511,20293.4,20293.4,20293.4,9530.29,9530.29,9530.29,20293.4,0.330623,14053.4,14053.4,14053.4,5329.22,5329.22,5329.22,14053.4,0.202496,24667.2,24667.2,24667.2,8756.93,8756.93,8756.93,24667.2,0.443397,107679,NA
"1223",1,2009,"TIME",1,322630,262688,110162,443243,110162,262688,300866,13976.2,13976.2,13976.2,7150.91,7150.91,7150.91,13976.2,0.210369,17350.2,17350.2,17350.2,7228.43,7228.43,7228.43,17350.2,0.230395,21869.9,21869.9,21869.9,8412.66,8412.66,8412.66,21869.9,0.364589,110162,NA
"1224",1,2010,"TIME",1,362215,298585,141457,626477,141457,298585,306193,21765.2,21765.2,21765.2,10844.7,10844.7,10844.7,21765.2,0.275333,21840.2,21840.2,21840.2,9122.2,9122.2,9122.2,21840.2,0.234971,34720,34720,34720,13473.9,13473.9,13473.9,34720,0.458762,141457,NA
"1225",1,2011,"TIME",1,366232,327567,162492,918465,162492,327567,338028,16452.9,16452.9,16452.9,7741.16,7741.16,7741.16,16452.9,0.186424,23051.7,23051.7,23051.7,9321.66,9321.66,9321.66,23051.7,0.218181,45907.8,45907.8,45907.8,17311.1,17311.1,17311.1,45907.8,0.523561,162492,NA
"1226",1,2012,"TIME",1,358066,302799,170432,1406210,170432,302799,263817,20071.8,20071.8,20071.8,8885.38,8885.38,8885.38,20071.8,0.214349,20668.3,20668.3,20668.3,8035.95,8035.95,8035.95,20668.3,0.181929,37177.9,37177.9,37177.9,13638.1,13638.1,13638.1,37177.9,0.391479,170432,NA
"1227",1,2013,"TIME",1,372544,291119,172979,926001,172979,291119,260372,21700.4,21700.4,21700.4,9359.44,9359.44,9359.44,21700.4,0.225835,15733.4,15733.4,15733.4,5814.17,5814.17,5814.17,15733.4,0.135575,31166.4,31166.4,31166.4,12195.7,12195.7,12195.7,31166.4,0.235628,172979,NA
"1228",1,2014,"TIME",1,419587,316158,165104,312412,165104,316158,320324,26798.4,26798.4,26798.4,12387.3,12387.3,12387.3,26798.4,0.328324,19639.7,19639.7,19639.7,7374.62,7374.62,7374.62,19639.7,0.208671,38402,38402,38402,15432.4,15432.4,15432.4,38402,0.357032,165104,NA
"1229",1,2015,"TIME",1,335704,287897,119173,168673,119173,287897,338001,22269,22269,22269,11420.9,11420.9,11420.9,22269,0.374823,16847.6,16847.6,16847.6,7038.98,7038.98,7038.98,16847.6,0.252601,40372.1,40372.1,40372.1,18067.5,18067.5,18067.5,40372.1,0.511446,119173,NA
"1230",1,2016,"TIME",1,238861,225337,100203,368823,100203,225337,236052,15216.9,15216.9,15216.9,7523.7,7523.7,7523.7,15216.9,0.314332,11012.1,11012.1,11012.1,4732.83,4732.83,4732.83,11012.1,0.192749,37857.8,37857.8,37857.8,17209,17209,17209,37857.8,0.552099,100203,NA
"1231",1,2017,"TIME",1,152929,141857,84676.2,630775,84676.2,141857,114311,13041,13041,13041,4535.77,4535.77,4535.77,13041,0.656839,9256.75,9256.75,9256.75,3751.76,3751.76,3751.76,9256.75,0.231629,26436.4,26436.4,26436.4,11010.7,11010.7,11010.7,26436.4,0.425008,84676.2,NA
"1232",1,2018,"TIME",1,133804,105405,75781.9,677050,75781.9,105405,72675.5,2881.94,2881.94,2881.94,877.851,877.851,877.851,2881.94,0.122683,3031.49,3031.49,3031.49,1077.71,1077.71,1077.71,3031.49,0.0712795,6051.94,6051.94,6051.94,2228.39,2228.39,2228.39,6051.94,0.097676,75781.9,NA
"1233",1,2019,"FORE",1,164452,113359,74004.2,677050,74004.2,113359,96656.7,503.302,503.302,503.302,136.732,136.732,136.732,NA,0.0170016,478.36,478.36,478.36,160.028,160.028,160.028,NA,0.00987804,870.573,870.573,870.573,296.683,296.683,296.683,NA,0.0135361,74004.2,0.0319111
"1234",1,2020,"FORE",1,222140,168159,80746.4,677050,80746.4,168159,185189,2295.14,2295.14,2295.14,616.19,616.19,616.19,NA,0.0670802,2138.56,2138.56,2138.56,765.171,765.171,765.171,NA,0.038974,3802.26,3802.26,3802.26,1390.51,1390.51,1390.51,NA,0.053407,80746.4,0.125906
"1235",1,2021,"FORE",1,282782,228801,103573,677050,103573,228801,245117,8364.28,8364.28,8364.28,2497.37,2497.37,2497.37,NA,0.236628,8496.88,8496.88,8496.88,3412.56,3412.56,3412.56,NA,0.137482,16320.3,16320.3,16320.3,6715.17,6715.17,6715.17,NA,0.188395,103573,0.444138
"1236",1,2022,"FORE",1,323875,269896,133017,677050,133017,269896,273005,16059.1,16059.1,16059.1,5373.23,5373.23,5373.23,NA,0.45533,18008.4,18008.4,18008.4,7638.32,7638.32,7638.32,NA,0.264549,36869.6,36869.6,36869.6,15747.2,15747.2,15747.2,NA,0.362518,133017,0.854628
"1237",1,2023,"FORE",1,333968,279992,143687,677050,143687,279992,277422,18989.2,18989.2,18989.2,6555.52,6555.52,6555.52,NA,0.532781,21862.9,21862.9,21862.9,9282.79,9282.79,9282.79,NA,0.309549,45086.5,45086.5,45086.5,19173.6,19173.6,19173.6,NA,0.424182,143687,1
