,Wt_name,Wt_index,Species,Sex,Yr,1,2,3,4,5,6,7,8,9,10
5,Pcod_bt_survey,1,1,0,1977,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
17,Pcod_bt_survey,1,1,0,1978,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
29,Pcod_bt_survey,1,1,0,1979,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
41,Pcod_bt_survey,1,1,0,1980,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
53,Pcod_bt_survey,1,1,0,1981,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
65,Pcod_bt_survey,1,1,0,1982,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
77,Pcod_bt_survey,1,1,0,1983,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
89,Pcod_bt_survey,1,1,0,1984,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
101,Pcod_bt_survey,1,1,0,1985,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
113,Pcod_bt_survey,1,1,0,1986,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
125,Pcod_bt_survey,1,1,0,1987,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
137,Pcod_bt_survey,1,1,0,1988,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
149,Pcod_bt_survey,1,1,0,1989,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
161,Pcod_bt_survey,1,1,0,1990,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
173,Pcod_bt_survey,1,1,0,1991,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
185,Pcod_bt_survey,1,1,0,1992,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
197,Pcod_bt_survey,1,1,0,1993,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
209,Pcod_bt_survey,1,1,0,1994,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
221,Pcod_bt_survey,1,1,0,1995,0.122432,0.563615,1.15933,1.79888,2.41824,3.10779,3.96147,4.87376,5.70767,7.54831
233,Pcod_bt_survey,1,1,0,1996,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
245,Pcod_bt_survey,1,1,0,1997,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
257,Pcod_bt_survey,1,1,0,1998,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
269,Pcod_bt_survey,1,1,0,1999,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
281,Pcod_bt_survey,1,1,0,2000,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
293,Pcod_bt_survey,1,1,0,2001,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
305,Pcod_bt_survey,1,1,0,2002,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
317,Pcod_bt_survey,1,1,0,2003,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
329,Pcod_bt_survey,1,1,0,2004,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
341,Pcod_bt_survey,1,1,0,2005,0.113419,0.526245,1.14597,1.83052,2.61179,3.46125,4.30838,5.10942,5.84309,7.58422
353,Pcod_bt_survey,1,1,0,2006,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
365,Pcod_bt_survey,1,1,0,2007,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
377,Pcod_bt_survey,1,1,0,2008,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
389,Pcod_bt_survey,1,1,0,2009,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
401,Pcod_bt_survey,1,1,0,2010,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
413,Pcod_bt_survey,1,1,0,2011,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
425,Pcod_bt_survey,1,1,0,2012,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
437,Pcod_bt_survey,1,1,0,2013,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
449,Pcod_bt_survey,1,1,0,2014,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
461,Pcod_bt_survey,1,1,0,2015,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
473,Pcod_bt_survey,1,1,0,2016,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
485,Pcod_bt_survey,1,1,0,2017,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
497,Pcod_bt_survey,1,1,0,2018,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
509,Pcod_bt_survey,1,1,0,2019,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
521,Pcod_bt_survey,1,1,0,2020,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
533,Pcod_bt_survey,1,1,0,2021,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
545,Pcod_bt_survey,1,1,0,2022,0.111428,0.53894,1.13445,1.79396,2.59558,3.45757,4.3077,5.10929,5.84307,7.58421
6,Pcod_ll_survey,2,1,0,1977,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
18,Pcod_ll_survey,2,1,0,1978,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
30,Pcod_ll_survey,2,1,0,1979,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
42,Pcod_ll_survey,2,1,0,1980,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
54,Pcod_ll_survey,2,1,0,1981,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
66,Pcod_ll_survey,2,1,0,1982,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
78,Pcod_ll_survey,2,1,0,1983,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
90,Pcod_ll_survey,2,1,0,1984,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
102,Pcod_ll_survey,2,1,0,1985,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
114,Pcod_ll_survey,2,1,0,1986,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
126,Pcod_ll_survey,2,1,0,1987,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
138,Pcod_ll_survey,2,1,0,1988,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
150,Pcod_ll_survey,2,1,0,1989,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
162,Pcod_ll_survey,2,1,0,1990,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
174,Pcod_ll_survey,2,1,0,1991,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
186,Pcod_ll_survey,2,1,0,1992,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
198,Pcod_ll_survey,2,1,0,1993,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
210,Pcod_ll_survey,2,1,0,1994,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
222,Pcod_ll_survey,2,1,0,1995,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
234,Pcod_ll_survey,2,1,0,1996,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
246,Pcod_ll_survey,2,1,0,1997,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
258,Pcod_ll_survey,2,1,0,1998,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
270,Pcod_ll_survey,2,1,0,1999,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
282,Pcod_ll_survey,2,1,0,2000,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
294,Pcod_ll_survey,2,1,0,2001,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
306,Pcod_ll_survey,2,1,0,2002,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
318,Pcod_ll_survey,2,1,0,2003,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
330,Pcod_ll_survey,2,1,0,2004,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
342,Pcod_ll_survey,2,1,0,2005,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
354,Pcod_ll_survey,2,1,0,2006,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
366,Pcod_ll_survey,2,1,0,2007,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
378,Pcod_ll_survey,2,1,0,2008,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
390,Pcod_ll_survey,2,1,0,2009,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
402,Pcod_ll_survey,2,1,0,2010,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
414,Pcod_ll_survey,2,1,0,2011,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
426,Pcod_ll_survey,2,1,0,2012,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
438,Pcod_ll_survey,2,1,0,2013,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
450,Pcod_ll_survey,2,1,0,2014,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
462,Pcod_ll_survey,2,1,0,2015,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
474,Pcod_ll_survey,2,1,0,2016,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
486,Pcod_ll_survey,2,1,0,2017,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
498,Pcod_ll_survey,2,1,0,2018,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
510,Pcod_ll_survey,2,1,0,2019,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
522,Pcod_ll_survey,2,1,0,2020,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
534,Pcod_ll_survey,2,1,0,2021,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
546,Pcod_ll_survey,2,1,0,2022,0.364066,0.879675,1.48511,2.09788,2.70392,3.32543,3.99515,4.72635,5.48129,7.371
2,Pcod_trawl_fishery,3,1,0,1977,0.246836,0.639171,1.13474,1.78269,2.59269,3.45717,4.30766,5.10928,5.84307,7.58421
14,Pcod_trawl_fishery,3,1,0,1978,0.223853,0.623314,1.14563,1.79491,2.59567,3.45759,4.30771,5.10929,5.84307,7.58421
26,Pcod_trawl_fishery,3,1,0,1979,0.2393,0.660481,1.20421,1.83859,2.60915,3.46007,4.30811,5.10936,5.84308,7.58421
38,Pcod_trawl_fishery,3,1,0,1980,0.234084,0.680644,1.28072,1.94989,2.68,3.48557,4.31514,5.1112,5.8436,7.58427
50,Pcod_trawl_fishery,3,1,0,1981,0.269817,0.672395,1.16469,1.79515,2.59491,3.45744,4.30769,5.10929,5.84307,7.58421
62,Pcod_trawl_fishery,3,1,0,1982,0.213406,0.611097,1.14049,1.79497,2.59596,3.45765,4.30772,5.10929,5.84307,7.58421
74,Pcod_trawl_fishery,3,1,0,1983,0.283933,0.718036,1.24475,1.85344,2.61208,3.46046,4.30815,5.10937,5.84308,7.58421
86,Pcod_trawl_fishery,3,1,0,1984,0.334352,0.740932,1.20343,1.80626,2.59654,3.45761,4.30771,5.10929,5.84307,7.58421
98,Pcod_trawl_fishery,3,1,0,1985,0.210468,0.646091,1.25523,1.94932,2.69337,3.49524,4.31916,5.11259,5.84407,7.58434
110,Pcod_trawl_fishery,3,1,0,1986,0.174957,0.555836,1.10035,1.78127,2.5936,3.45736,4.30769,5.10929,5.84307,7.58421
122,Pcod_trawl_fishery,3,1,0,1987,0.243769,0.662825,1.19851,1.83019,2.60568,3.45931,4.30797,5.10933,5.84308,7.58421
134,Pcod_trawl_fishery,3,1,0,1988,0.253919,0.688606,1.24242,1.87048,2.62193,3.46306,4.30868,5.10947,5.84311,7.58422
146,Pcod_trawl_fishery,3,1,0,1989,0.176975,0.58166,1.17432,1.8734,2.64387,3.47363,4.3119,5.11035,5.84336,7.58425
158,Pcod_trawl_fishery,3,1,0,1990,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
170,Pcod_trawl_fishery,3,1,0,1991,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
182,Pcod_trawl_fishery,3,1,0,1992,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
194,Pcod_trawl_fishery,3,1,0,1993,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
206,Pcod_trawl_fishery,3,1,0,1994,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
218,Pcod_trawl_fishery,3,1,0,1995,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
230,Pcod_trawl_fishery,3,1,0,1996,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
242,Pcod_trawl_fishery,3,1,0,1997,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
254,Pcod_trawl_fishery,3,1,0,1998,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
266,Pcod_trawl_fishery,3,1,0,1999,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
278,Pcod_trawl_fishery,3,1,0,2000,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
290,Pcod_trawl_fishery,3,1,0,2001,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
302,Pcod_trawl_fishery,3,1,0,2002,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
314,Pcod_trawl_fishery,3,1,0,2003,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
326,Pcod_trawl_fishery,3,1,0,2004,0.193398,0.635165,1.28664,2.05589,2.86308,3.66056,4.43528,5.18074,5.88122,7.59373
338,Pcod_trawl_fishery,3,1,0,2005,0.195474,0.656878,1.3521,2.18767,3.07674,3.95546,4.78338,5.53931,6.21641,7.83148
350,Pcod_trawl_fishery,3,1,0,2006,0.195474,0.656878,1.3521,2.18767,3.07674,3.95546,4.78338,5.53931,6.21641,7.83148
362,Pcod_trawl_fishery,3,1,0,2007,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
374,Pcod_trawl_fishery,3,1,0,2008,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
386,Pcod_trawl_fishery,3,1,0,2009,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
398,Pcod_trawl_fishery,3,1,0,2010,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
410,Pcod_trawl_fishery,3,1,0,2011,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
422,Pcod_trawl_fishery,3,1,0,2012,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
434,Pcod_trawl_fishery,3,1,0,2013,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
446,Pcod_trawl_fishery,3,1,0,2014,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
458,Pcod_trawl_fishery,3,1,0,2015,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
470,Pcod_trawl_fishery,3,1,0,2016,0.177033,0.601214,1.2408,2.00799,2.82269,3.63299,4.41951,5.17266,5.87725,7.59287
482,Pcod_trawl_fishery,3,1,0,2017,0.170738,0.586489,1.21774,1.97852,2.7896,3.60087,4.39373,5.15512,5.86644,7.58965
494,Pcod_trawl_fishery,3,1,0,2018,0.170738,0.586489,1.21774,1.97852,2.7896,3.60087,4.39373,5.15512,5.86644,7.58965
506,Pcod_trawl_fishery,3,1,0,2019,0.170738,0.586489,1.21774,1.97852,2.7896,3.60087,4.39373,5.15512,5.86644,7.58965
518,Pcod_trawl_fishery,3,1,0,2020,0.170738,0.586489,1.21774,1.97852,2.7896,3.60087,4.39373,5.15512,5.86644,7.58965
530,Pcod_trawl_fishery,3,1,0,2021,0.170738,0.586489,1.21774,1.97852,2.7896,3.60087,4.39373,5.15512,5.86644,7.58965
542,Pcod_trawl_fishery,3,1,0,2022,0.170738,0.586489,1.21774,1.97852,2.7896,3.60087,4.39373,5.15512,5.86644,7.58965
3,Pcod_longline_fishery,4,1,0,1977,0.272421,0.747626,1.36105,2.02439,2.72934,3.50766,4.32269,5.11354,5.84434,7.58436
15,Pcod_longline_fishery,4,1,0,1978,0.271516,0.723598,1.29264,1.91872,2.646,3.47005,4.31027,5.10982,5.84319,7.58421
27,Pcod_longline_fishery,4,1,0,1979,0.285456,0.746332,1.31858,1.94034,2.65703,3.47355,4.31113,5.11003,5.84324,7.58422
39,Pcod_longline_fishery,4,1,0,1980,0.20629,0.646619,1.27286,1.99295,2.74779,3.53312,4.33725,5.11985,5.84689,7.58477
51,Pcod_longline_fishery,4,1,0,1981,0.355508,0.800554,1.29837,1.87256,2.61588,3.46097,4.30821,5.10937,5.84308,7.5842
63,Pcod_longline_fishery,4,1,0,1982,0.299619,0.739938,1.26495,1.86534,2.61588,3.46122,4.30828,5.10938,5.84308,7.5842
75,Pcod_longline_fishery,4,1,0,1983,0.364436,0.818713,1.32465,1.89402,2.62403,3.46275,4.30853,5.10943,5.84309,7.5842
87,Pcod_longline_fishery,4,1,0,1984,0.266668,0.738844,1.3526,2.01916,2.72736,3.50719,4.32261,5.11354,5.84434,7.58436
99,Pcod_longline_fishery,4,1,0,1985,0.186792,0.631987,1.3042,2.11257,2.97271,3.82286,4.62554,5.36485,6.03778,7.67791
111,Pcod_longline_fishery,4,1,0,1986,0.195451,0.647859,1.32119,2.12238,2.96778,3.79836,4.58258,5.31143,5.98347,7.63985
123,Pcod_longline_fishery,4,1,0,1987,0.270433,0.74394,1.35615,2.01913,2.72532,3.50564,4.32194,5.11329,5.84426,7.58435
135,Pcod_longline_fishery,4,1,0,1988,0.293979,0.770004,1.36281,1.99626,2.69557,3.48891,4.31565,5.11126,5.84359,7.58426
147,Pcod_longline_fishery,4,1,0,1989,0.265881,0.73449,1.3419,2.00198,2.71149,3.49864,4.31935,5.11245,5.84398,7.58431
159,Pcod_longline_fishery,4,1,0,1990,0.258311,0.744301,1.39694,2.11743,2.84858,3.5966,4.36907,5.1338,5.8528,7.58582
171,Pcod_longline_fishery,4,1,0,1991,0.258311,0.744301,1.39694,2.11743,2.84858,3.5966,4.36907,5.1338,5.8528,7.58582
