"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.00306496,0.01006322,0.03105783,0.07368476,0.13440426,0.18850285,0.20328985,0.16858215,0.10749607,0.0527021,0.01986414,0.00575513,0.00128147,0.00021925,2.88e-05,2.91e-06,2.3e-07,1e-08,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.00077418,0.00227183,0.00712143,0.01871788,0.04125352,0.07624231,0.11816095,0.15356904,0.16737494,0.15298051,0.11725701,0.07536906,0.04062469,0.01836189,0.0069592,0.00221156,0.00058927,0.00013164,2.47e-05,3.87e-06,5.1e-07,6e-08,1e-08,0,0,0,0,0,0,0
"3",0.00026263,0.00072542,0.00227538,0.00621614,0.01479102,0.03065458,0.05533745,0.08701122,0.11917028,0.14216752,0.14773187,0.13371799,0.10542565,0.07240045,0.04330829,0.02256476,0.01024033,0.00404775,0.00139355,0.00041786,0.00010912,2.48e-05,4.92e-06,8.5e-07,1.3e-07,2e-08,0,0,0,0
"4",0.00011649,0.00030642,0.00095195,0.00263212,0.00647735,0.01418719,0.02765709,0.0479879,0.07410972,0.10186835,0.12463097,0.13571768,0.13154403,0.11348277,0.08713887,0.05955464,0.03622753,0.01961455,0.00945216,0.00405409,0.0015476,0.0005258,0.00015899,4.28e-05,1.03e-05,2.18e-06,4.1e-07,7e-08,1e-08,0
"5",6.47e-05,0.00016248,0.00049654,0.00136973,0.00341079,0.00766675,0.01555637,0.02849367,0.04711222,0.07031795,0.09474311,0.11523359,0.12652065,0.12539925,0.11219658,0.09061811,0.06606938,0.04348446,0.02583539,0.01385609,0.00670825,0.00293169,0.00115654,0.00041185,0.00013239,3.84e-05,1.01e-05,2.38e-06,5.1e-07,0
"6",4.31e-05,0.00010334,0.00030932,0.00084412,0.00210039,0.00476529,0.00985764,0.01859323,0.03197688,0.05014393,0.07169735,0.09347408,0.11111775,0.12044267,0.11903706,0.10727261,0.08814549,0.06604125,0.04511632,0.02810309,0.01596156,0.008266,0.00390313,0.00168045,0.00065968,0.00023612,7.71e-05,2.29e-05,6.22e-06,0
"7",3.31e-05,7.59e-05,0.00022179,0.00059573,0.00146999,0.00333238,0.00694011,0.01327861,0.02334075,0.03769238,0.0559204,0.07621944,0.09544226,0.1097983,0.11604618,0.1126799,0.10051767,0.08237937,0.06202606,0.04290509,0.02726602,0.01591885,0.00853843,0.00420745,0.00190473,0.00079217,0.00030267,0.00010624,3.43e-05,0
"8",2.84e-05,6.22e-05,0.0001775,0.00046782,0.00113946,0.00256481,0.00533524,0.01025643,0.0182214,0.02991662,0.04539303,0.06365205,0.0824865,0.09878729,0.10933703,0.11183602,0.10571689,0.09235388,0.07456137,0.05563141,0.03835953,0.02444403,0.01439521,0.00783443,0.0039404,0.00183154,0.00078674,0.00031231,0.00011457,1e-04
"9",2.66e-05,5.56e-05,0.00015462,0.00039919,0.00095704,0.00213056,0.00440429,0.00845434,0.01506968,0.02494309,0.03833707,0.05471555,0.07251475,0.08924133,0.10198357,0.10822285,0.10664303,0.09758222,0.08291507,0.06542151,0.04793267,0.03261116,0.02060268,0.01208658,0.00658423,0.00333063,0.00156447,0.00068238,0.00027638,2e-04
"10",2.65e-05,5.3e-05,0.00014366,0.00036306,0.0008554,0.00187885,0.00384731,0.00734451,0.01307105,0.02168703,0.03354538,0.04837365,0.06503228,0.08150672,0.09523631,0.10374246,0.10535507,0.09974688,0.08804164,0.0724472,0.05557758,0.0397486,0.02650255,0.01647392,0.0095466,0.00515754,0.00259763,0.0012197,0.00053391,3e-04
"11",2.76e-05,5.3e-05,0.00014012,0.00034658,0.00080186,0.00173531,0.0035128,0.00665155,0.01178114,0.01951854,0.03024848,0.04384867,0.05945746,0.07541429,0.08947435,0.09929818,0.10308178,0.10009688,0.09091952,0.07724876,0.06139367,0.04564078,0.031738,0.02064442,0.01256094,0.00714887,0.00380581,0.00189519,0.00088278,6e-04
"12",2.98e-05,5.49e-05,0.00014169,0.00034308,0.00077928,0.00166045,0.00331896,0.00622328,0.01094657,0.01806259,0.02795923,0.04059886,0.05530273,0.07066812,0.08471202,0.09526014,0.10048985,0.09944387,0.09231637,0.08039409,0.06567714,0.05033252,0.0361849,0.02440338,0.01543889,0.00916274,0.00510125,0.00266422,0.00130529,0.001
"13",3.3e-05,5.83e-05,0.0001471,0.00034885,0.00077805,0.0016319,0.00321889,0.00597097,0.01041624,0.0170885,0.02636481,0.03825368,0.05219754,0.0669816,0.08083318,0.09173874,0.09791401,0.0982802,0.09277186,0.08235606,0.06875492,0.05398098,0.03985716,0.0276758,0.01807266,0.01109869,0.00640986,0.00348138,0.0017782,0.0015
"14",3.71e-05,6.31e-05,0.00015561,0.00036171,0.00079242,0.0016362,0.00318415,0.00584025,0.01009602,0.01644939,0.02525981,0.03655881,0.04986958,0.06411524,0.0776907,0.08872766,0.09550617,0.09689164,0.09264535,0.08349171,0.0709162,0.05677142,0.04283474,0.03046101,0.02041616,0.01289689,0.00767851,0.00430873,0.00227878,0.0021
"15",4.21e-05,6.91e-05,0.00016677,0.00038026,0.00081876,0.0016648,0.00319661,0.00579621,0.0099249,0.01604853,0.02450597,0.03533755,0.04812039,0.06187999,0.07514496,0.08617437,0.09332224,0.09543793,0.09216916,0.08405801,0.07239379,0.05887788,0.0452201,0.03279738,0.02246337,0.01452909,0.00887421,0.00511856,0.002788,0.0027
"16",4.81e-05,7.62e-05,0.0001803,0.00040359,0.00085463,0.00171197,0.00324414,0.00581548,0.0098618,0.0158202,0.02400785,0.03446514,0.04680504,0.06013001,0.07307621,0.08401311,0.09137018,0.09400442,0.09149104,0.08423552,0.07336658,0.06044879,0.04711542,0.03473958,0.02423103,0.01598839,0.00997983,0.00589286,0.00329165,0.0033
"17",5.52e-05,8.44e-05,0.00019597,0.00043104,0.00089829,0.0017737,0.00331826,0.00588178,0.00987814,0.01571845,0.02369807,0.03385204,0.04581689,0.05875375,0.07138628,0.08217946,0.08963575,0.09263364,0.09070384,0.08414962,0.07396872,0.06160464,0.0486125,0.03634559,0.02574687,0.01728088,0.01098945,0.00662147,0.00378008,0.004
"18",6.32e-05,9.37e-05,0.00021362,0.00046209,0.00094843,0.00184699,0.00341282,0.00598342,0.00995345,0.01571034,0.02352807,0.033433,0.04507683,0.05766606,0.06999649,0.08061603,0.08809593,0.0913439,0.08986541,0.08388704,0.0742996,0.06244063,0.04978944,0.03767004,0.02704232,0.01841961,0.01190434,0.00729992,0.00424736,0.0047
"19",7.24e-05,0.00010401,0.00023311,0.00049633,0.00100402,0.00192958,0.00352319,0.00611172,0.01007268,0.01577175,0.02346221,0.03315983,0.04452563,0.05680183,0.06884451,0.07927405,0.08672565,0.09014031,0.08901135,0.08350772,0.07443252,0.06303092,0.05071066,0.0387614,0.02814843,0.01942063,0.01272994,0.00792763,0.00469045,0.0054
"20",8.26e-05,0.00011532,0.0002543,0.0005334,0.00106421,0.00201964,0.00364579,0.00626011,0.01022455,0.0158847,0.02347398,0.03299648,0.04411858,0.0561111,0.06788119,0.07811305,0.08550102,0.08902103,0.08816323,0.08305313,0.07442144,0.06343277,0.05142837,0.03966114,0.02909383,0.02030064,0.01347384,0.0085064,0.00510826,0.0061
"21",9.4e-05,0.00012759,0.00027708,0.00057298,0.0011283,0.00211571,0.00377779,0.00642347,0.01040046,0.01603561,0.0235434,0.03291575,0.04382174,0.05555543,0.06706792,0.07710002,0.08440061,0.08798085,0.08733378,0.08255204,0.07430617,0.06369031,0.05198442,0.04040399,0.02990381,0.0210756,0.01414439,0.00903939,0.00550104,0.0067
"22",0.00010656,0.00014078,0.00030133,0.00061479,0.00119566,0.00221656,0.00391691,0.00659783,0.01059377,0.01621409,0.02365526,0.03289697,0.04360912,0.05510512,0.06637431,0.07620817,0.08340587,0.08701322,0.08653015,0.08202443,0.0741161,0.06383743,0.05241212,0.04101865,0.03060021,0.02176008,0.01474992,0.00953041,0.00586984,0.0074
"23",0.00012023,0.00015484,0.00032692,0.00065855,0.00126575,0.00232116,0.0040613,0.00677999,0.01079931,0.01641217,0.02379795,0.03292431,0.04346078,0.05473714,0.06577648,0.07541593,0.08250106,0.08611127,0.08575601,0.08148415,0.07387301,0.06390023,0.05273792,0.04152861,0.03120151,0.02236699,0.01529829,0.00998348,0.00621618,0.008
"24",0.00013505,0.00016973,0.00035374,0.00070403,0.00133808,0.00242863,0.00420944,0.00696743,0.01101303,0.01662367,0.02396254,0.03298564,0.04336136,0.05443362,0.06525561,0.0747059,0.08167297,0.08526842,0.08501286,0.0809408,0.07359306,0.06389879,0.05298278,0.04195302,0.03172326,0.02290755,0.01579667,0.01040251,0.00654179,0.0087
"25",0.000151,0.0001854,0.00038168,0.00075099,0.00141224,0.00253822,0.00436007,0.00715812,0.01123177,0.01684382,0.02414216,0.03307159,0.04329899,0.05418062,0.06479686,0.0740641,0.08091059,0.08447862,0.08430089,0.08040098,0.07328826,0.06384859,0.0531633,0.0423074,0.0321784,0.02339139,0.01625141,0.01079119,0.00684843,0.0093
"26",0.00016806,0.00020179,0.00041063,0.00079922,0.00148785,0.00264931,0.00451216,0.00735044,0.01145302,0.01706889,0.0243315,0.033175,0.04326447,0.05396728,0.0643885,0.07347927,0.08020477,0.08373641,0.08361945,0.07986916,0.07296755,0.06376159,0.05329265,0.04260437,0.03257764,0.02382668,0.01666809,0.01115287,0.00713782,0.0099
"27",0.00018622,0.00021886,0.00044048,0.00084852,0.00156458,0.00276135,0.00466486,0.00754307,0.01167484,0.01729605,0.02452651,0.0332903,0.04325069,0.05378508,0.06402122,0.07294232,0.07954791,0.08303698,0.08296747,0.07934832,0.07263755,0.06364704,0.05338124,0.04285412,0.03292986,0.02422035,0.01705157,0.01149056,0.00741158,0.0105
"28",0.00020545,0.00023656,0.00047114,0.00089873,0.00164212,0.00287387,0.00481747,0.007735,0.01189572,0.01752308,0.02472406,0.03341326,0.04325216,0.05362737,0.06368764,0.0724459,0.0789337,0.08237609,0.08234361,0.07884038,0.0723032,0.06351208,0.05343738,0.04306494,0.03324241,0.02457824,0.017406,0.01180692,0.00767121,0.011
"29",0.00022571,0.00025484,0.00050251,0.00094968,0.00172023,0.0029865,0.00496943,0.0079254,0.01211447,0.01774831,0.0249218,0.03354063,0.04326461,0.05348895,0.06338189,0.07198404,0.07835688,0.08175003,0.08174641,0.07834647,0.0719681,0.06336225,0.05346764,0.04324354,0.03352133,0.02490525,0.01773496,0.01210428,0.00791803,0.0116
"30",0.00024698,0.00027365,0.0005345,0.00100123,0.00179868,0.00309889,0.00512028,0.00811363,0.01233021,0.0179705,0.02511794,0.03366993,0.04328476,0.05336572,0.06309928,0.07155187,0.07781303,0.08115557,0.0811744,0.0778672,0.07163492,0.06320183,0.05347727,0.04339537,0.03377163,0.0252055,0.01804151,0.01238468,0.00815326,0.0121
